ID;Year_Birth;Education;Marital_Status;Income;Age;Total_Children;Kidhome;Teenhome;Is_Parent;Family_Size;Dt_Customer;Recency;Customer_Tenure;MntWines;MntFruits;MntMeatProducts;MntFishProducts;MntSweetProducts;MntGoldProds;Total_Spending;Total_Purchases;Avg_Spending_per_Purchase;NumDealsPurchases;NumWebPurchases;NumCatalogPurchases;NumStorePurchases;NumWebVisitsMonth;AcceptedCmp1;AcceptedCmp2;AcceptedCmp3;AcceptedCmp4;AcceptedCmp5;Total_Campaigns_Accepted;Complain
988;1965;Graduation;Married;81168;59;0;0;0;0;2;07/05/2014;84;3827;410;0;592;147;22;22;1193;18;66.27777778;1;6;4;7;3;1;0;0;0;0;1;0
7930;1969;Master;Single;26877;55;0;0;0;0;1;19/08/2013;74;4088;101;13;76;20;18;40;268;12;22.33333333;2;3;1;6;6;0;0;0;0;0;0;0
4587;1944;Master;Widow;45006;80;0;0;0;0;1;18/07/2013;90;4120;162;25;53;16;0;10;266;12;22.16666667;1;3;1;7;3;0;0;0;0;0;0;0
6682;1973;Basic;Married;18978;51;1;1;0;1;3;11/12/2012;41;4339;2;8;1;4;7;15;37;5;7.4;1;1;0;3;8;0;0;0;0;0;0;0
6222;1967;Graduation;Married;22574;57;3;2;1;1;5;28/10/2013;28;4018;25;0;8;2;0;2;37;7;5.285714286;2;2;0;3;7;0;0;0;0;0;0;0
10299;1969;Phd;Single;48240;55;0;0;0;0;1;09/11/2012;73;4371;389;91;248;64;49;41;882;25;35.28;3;6;3;13;5;0;0;0;0;0;0;0
3083;1974;Graduation;Married;45837;50;2;1;1;1;4;26/07/2013;88;4112;215;13;87;17;17;24;373;18;20.72222222;5;6;2;5;7;0;0;0;0;0;0;0
8953;1965;Master;Single;35791;59;3;2;1;1;4;06/05/2013;94;4193;27;0;5;0;0;3;35;6;5.833333333;2;1;0;3;8;0;0;0;0;0;0;0
1503;1976;Phd;Together;162397;48;2;1;1;1;4;03/06/2013;31;4165;85;1;16;2;1;2;107;1;107;0;0;0;1;1;0;0;0;0;0;0;0
8650;1978;Graduation;Widow;54162;46;2;1;1;1;3;18/03/2013;31;4242;5;6;10;6;5;10;42;5;8.4;1;1;0;3;4;0;0;0;0;0;0;0
10862;1960;Master;Married;30522;64;1;0;1;1;3;17/08/2012;6;4455;179;8;83;19;11;26;326;17;19.17647059;5;1;2;9;2;0;0;0;0;0;0;0
2782;1961;Phd;Married;54456;63;1;0;1;1;3;11/07/2013;23;4127;352;0;27;10;0;15;404;17;23.76470588;3;6;1;7;6;0;0;0;0;0;0;0
6941;1971;Graduation;Single;31632;53;0;0;0;0;1;14/07/2013;92;4124;17;8;12;11;15;32;95;6;15.83333333;1;2;1;2;7;0;0;0;0;0;0;0
10972;1949;Graduation;Widow;72298;75;0;0;0;0;1;10/03/2014;52;3885;625;35;169;58;17;35;939;14;67.07142857;1;4;3;6;1;0;0;0;1;1;2;0
10708;1978;2nd cycle;Single;36975;46;1;1;0;1;2;28/12/2013;50;3957;10;6;11;0;4;2;33;5;6.6;1;1;0;3;7;0;0;0;0;0;0;0
6583;1955;2nd cycle;Married;72635;69;0;0;0;0;2;03/06/2013;54;4165;390;22;323;104;35;107;981;21;46.71428571;1;6;8;6;3;1;0;0;0;0;1;0
3641;1976;Graduation;Married;13624;48;1;1;0;1;3;20/01/2013;93;4299;10;2;15;2;1;6;36;7;5.142857143;2;2;0;3;6;0;0;0;0;0;0;0
10156;1975;Graduation;Single;84196;49;1;0;1;1;2;03/06/2013;56;4165;215;63;507;231;31;190;1237;20;61.85;1;8;4;7;3;0;0;0;0;0;0;0
4299;1960;Graduation;Together;70971;64;1;0;1;1;3;21/09/2012;28;4420;1001;17;572;93;125;17;1825;34;53.67647059;7;11;11;5;7;0;0;0;0;0;0;0
3469;1977;Phd;Divorced;34487;47;2;1;1;1;3;06/09/2012;94;4435;19;18;33;24;1;8;103;9;11.44444444;3;3;0;3;9;0;0;0;0;0;0;0
5063;1977;Graduation;Single;28769;47;1;1;0;1;2;18/12/2012;76;4332;41;5;129;10;3;3;191;12;15.91666667;3;4;1;4;9;0;0;0;0;0;0;0
10727;1970;Phd;Married;69084;54;1;1;0;1;3;19/11/2013;43;3996;1181;107;199;39;30;30;1586;25;63.44;2;7;3;13;8;0;0;0;0;0;0;0
9624;1958;Phd;Together;65488;66;0;0;0;0;2;13/06/2014;46;3790;603;45;207;36;18;54;963;14;68.78571429;1;3;4;6;1;0;0;0;0;0;0;0
5156;1970;2nd cycle;Married;62466;54;1;0;1;1;3;15/01/2014;13;3939;129;129;259;168;121;83;889;26;34.19230769;5;6;3;12;4;0;0;0;0;0;0;0
4376;1960;2nd cycle;Single;32218;64;0;0;0;0;1;15/02/2014;27;3908;10;24;15;13;1;30;93;7;13.28571429;1;2;1;3;7;0;0;1;0;0;1;0
8923;1973;Graduation;Single;83917;51;0;0;0;0;1;18/04/2013;12;4211;514;22;732;42;198;79;1587;21;75.57142857;1;6;7;7;3;0;0;0;0;0;0;0
8461;1962;Graduation;Divorced;46102;62;3;2;1;1;4;10/03/2014;3;3885;14;0;1;0;0;1;16;4;4;1;1;0;2;7;0;0;0;0;0;0;0
6945;1952;Graduation;Single;84574;72;0;0;0;0;1;04/06/2013;72;4164;387;20;713;38;54;163;1375;32;42.96875;1;9;11;11;5;0;0;0;0;0;0;0
944;1962;Graduation;Married;56181;62;1;0;1;1;3;08/01/2013;6;4311;121;103;69;8;44;48;393;14;28.07142857;1;4;2;7;4;0;0;0;0;0;0;0
1907;1950;Master;Divorced;63120;74;1;0;1;1;2;28/09/2012;53;4413;965;69;279;54;41;69;1477;26;56.80769231;5;8;4;9;7;0;0;0;0;0;0;0
701;1971;Graduation;Married;73691;53;1;0;1;1;3;06/11/2013;58;4009;707;21;250;85;43;73;1179;18;65.5;2;6;2;8;2;0;0;1;0;0;1;0
3856;1960;Graduation;Together;63381;64;1;0;1;1;3;05/10/2012;78;4406;571;50;142;33;50;159;1005;26;38.65384615;4;4;5;13;2;0;0;0;0;0;0;0
4149;1948;Phd;Together;76140;76;0;0;0;0;2;13/05/2014;57;3821;586;66;653;17;0;26;1348;21;64.19047619;1;5;9;6;2;0;0;0;0;0;0;0
2131;1959;Phd;Divorced;62859;65;1;0;1;1;2;30/12/2012;37;4320;1063;89;102;16;12;25;1307;23;56.82608696;4;9;4;6;6;0;0;0;0;0;0;0
2942;1964;Graduation;Single;45906;60;1;0;1;1;2;07/05/2013;20;4192;305;3;27;4;3;144;486;15;32.4;2;5;4;4;5;0;0;1;0;0;1;0
1173;1947;Master;Together;77632;77;0;0;0;0;2;10/03/2013;73;4250;1200;105;758;0;42;147;2252;13;173.2307692;1;4;2;6;2;0;0;0;1;1;2;0
4381;1971;Phd;Married;46463;53;2;1;1;1;4;18/08/2013;56;4089;163;2;40;8;11;11;235;17;13.82352941;7;3;1;6;6;0;0;0;0;0;0;0
4611;1970;Graduation;Together;105471;54;0;0;0;0;2;21/01/2013;36;4298;1009;181;104;202;21;207;1724;30;57.46666667;0;9;8;13;3;1;0;0;0;1;2;0
3376;1970;Master;Divorced;55282;54;1;1;0;1;2;13/12/2013;9;3972;125;6;73;8;4;19;235;11;21.36363636;1;3;1;6;4;0;0;0;0;0;0;0
4679;1977;Master;Married;78710;47;1;0;1;1;3;23/05/2014;42;3811;721;0;152;119;50;50;1092;28;39;3;7;6;12;4;0;0;0;0;0;0;0
10928;1958;Graduation;Together;66886;66;1;0;1;1;3;16/09/2013;28;4060;315;4;62;41;31;146;599;17;35.23529412;2;7;1;7;5;0;0;0;0;0;0;0
4248;1960;Master;Single;98777;64;0;0;0;0;1;17/02/2014;23;3906;1000;19;711;125;115;38;2008;19;105.6842105;0;4;6;9;1;0;0;0;1;0;1;0
6728;1985;Graduation;Together;29103;39;1;1;0;1;3;27/08/2012;38;4445;16;0;17;6;3;6;48;6;8;2;1;0;3;9;0;0;0;0;0;0;0
6661;1974;Graduation;Married;67445;50;1;0;1;1;3;12/08/2012;63;4460;757;80;217;29;80;11;1174;32;36.6875;5;9;6;12;6;0;0;0;0;0;0;0
4725;1950;Phd;Together;50616;74;1;0;1;1;3;13/04/2014;71;3851;30;2;25;0;1;9;67;7;9.571428571;1;1;1;4;2;0;0;0;0;0;0;0
3277;1955;Graduation;Divorced;49431;69;1;0;1;1;2;03/08/2012;9;4469;219;3;100;26;0;17;365;15;24.33333333;2;7;1;5;8;0;0;0;0;0;0;0
5555;1975;Graduation;Divorced;153924;49;0;0;0;0;1;07/02/2014;81;3916;1;1;1;1;1;1;6;0;inf;0;0;0;0;0;0;0;0;0;0;0;0
2564;1953;Graduation;Together;61278;71;1;0;1;1;3;04/01/2014;87;3950;111;3;28;2;6;15;165;10;16.5;2;3;1;4;6;0;0;0;0;0;0;0
946;1958;2nd cycle;Together;26490;66;0;0;0;0;2;22/09/2012;92;4419;45;47;52;21;20;25;210;11;19.09090909;2;3;1;5;6;0;0;0;0;0;0;0
3867;1947;Phd;Together;73059;77;1;0;1;1;3;31/08/2013;36;4076;410;112;420;0;82;71;1095;26;42.11538462;1;9;3;13;4;0;0;0;0;0;0;0
6940;1966;Phd;Single;46734;58;3;1;2;1;4;21/10/2013;86;4025;100;1;39;6;1;76;223;12;18.58333333;4;3;2;3;6;0;0;1;0;0;1;0
55;1963;Graduation;Together;56253;61;1;0;1;1;3;07/12/2012;83;4343;509;0;65;7;11;5;597;22;27.13636364;4;7;2;9;6;0;0;0;0;0;0;0
7093;1985;Graduation;Married;19986;39;1;1;0;1;3;14/11/2013;74;4001;3;6;5;0;2;6;22;4;5.5;1;0;0;3;7;0;0;0;0;0;0;0
5084;1975;Graduation;Widow;58330;49;1;0;1;1;2;25/12/2013;87;3960;445;53;213;104;98;151;1064;24;44.33333333;1;6;4;13;4;0;0;0;0;0;0;0
1777;1980;Basic;Married;25965;44;0;0;0;0;2;07/09/2012;29;4434;2;2;11;41;7;11;74;6;12.33333333;1;2;0;3;8;0;0;0;0;0;0;0
8162;1956;Master;Together;14661;68;0;0;0;0;2;01/01/2013;88;4318;4;1;11;6;2;2;26;5;5.2;1;1;0;3;6;0;0;0;0;0;0;0
10826;1959;Graduation;Married;18690;65;0;0;0;0;2;28/12/2012;77;4322;6;1;7;23;4;19;60;5;12;1;1;1;2;8;0;0;0;0;0;0;0
8754;1974;Phd;Together;45068;50;1;0;1;1;3;16/05/2013;25;4183;14;0;3;0;0;3;20;4;5;1;1;0;2;7;0;0;0;0;0;0;0
1987;1987;Basic;Single;21063;37;1;1;0;1;2;25/09/2013;34;4051;1;10;11;19;3;15;59;7;8.428571429;2;2;0;3;6;0;0;0;0;0;0;0
11007;1968;Phd;Married;29187;56;1;1;0;1;3;09/05/2013;43;4190;26;0;6;0;0;2;34;5;6.8;1;1;0;3;8;0;0;0;0;0;0;0
7426;1971;2nd cycle;Married;54690;53;2;1;1;1;4;07/11/2013;76;4008;111;16;37;7;9;18;198;12;16.5;3;3;1;5;3;0;0;0;0;0;0;0
9153;1964;Phd;Married;59304;60;1;0;1;1;3;29/07/2013;81;4109;418;61;428;80;51;10;1048;28;37.42857143;3;7;8;10;5;0;0;0;0;0;0;0
10379;1962;Master;Single;59247;62;2;0;2;1;3;08/11/2013;87;4007;327;9;122;19;14;83;574;21;27.33333333;5;5;2;9;6;0;0;0;0;0;0;0
9204;1970;Graduation;Widow;66731;54;1;0;1;1;2;12/09/2012;33;4429;371;159;194;58;106;141;1029;17;60.52941176;4;4;3;6;3;0;0;0;0;0;0;0
3197;1980;Graduation;Married;77353;44;1;0;1;1;3;16/12/2013;38;3969;275;59;107;69;101;59;670;20;33.5;2;6;4;8;4;0;0;0;0;0;0;0
2920;1975;Phd;Single;52614;49;1;0;1;1;2;01/12/2012;63;4349;789;0;142;12;9;38;990;16;61.875;2;2;4;8;8;0;0;0;0;0;0;0
6961;1974;Graduation;Married;26751;50;2;2;0;1;4;22/05/2014;26;3812;1;1;5;0;3;1;11;4;2.75;1;1;0;2;8;0;0;0;0;0;0;0
4673;1963;Phd;Married;81300;61;1;0;1;1;3;30/10/2012;17;4381;1004;12;145;32;12;36;1241;21;59.0952381;3;10;3;5;5;1;0;0;0;0;1;0
9937;1979;Graduation;Single;70337;45;0;0;0;0;1;02/01/2014;75;3952;187;81;149;25;43;91;576;17;33.88235294;1;2;2;12;1;0;0;0;0;0;0;0
8779;1985;2nd cycle;Married;36145;39;1;1;0;1;3;16/06/2013;13;4152;56;4;76;17;1;18;172;12;14.33333333;4;4;1;3;9;0;0;1;0;0;1;0
9596;1980;Phd;Single;65295;44;0;0;0;0;1;23/12/2013;19;3962;365;32;117;34;110;6;664;20;33.2;1;3;3;13;2;0;0;0;0;0;0;0
2891;1963;Graduation;Divorced;68118;61;1;0;1;1;2;18/10/2013;51;4028;595;23;123;10;23;154;928;23;40.34782609;2;8;9;4;6;0;0;0;0;0;0;0
4910;1967;Graduation;Divorced;68743;57;0;0;0;0;1;30/08/2012;81;4442;1132;134;384;175;134;115;2074;30;69.13333333;1;11;5;13;7;0;0;0;0;0;0;0
75;1982;2nd cycle;Together;41039;42;0;0;0;0;2;25/07/2013;32;4113;34;11;137;179;61;45;467;15;31.13333333;1;8;1;5;8;0;0;0;0;0;0;0
10120;1955;Graduation;Together;38946;69;1;0;1;1;3;24/10/2013;84;4022;116;6;82;6;6;41;257;12;21.41666667;2;3;1;6;5;0;0;0;0;0;0;0
6327;1967;Graduation;Together;65777;57;0;0;0;0;2;19/12/2013;87;3966;565;32;435;28;32;54;1146;17;67.41176471;1;2;8;6;1;0;0;0;0;0;0;0
10142;1976;Phd;Divorced;66476;48;1;0;1;1;2;07/03/2013;99;4253;372;18;126;47;48;78;689;20;34.45;2;5;2;11;4;0;0;0;0;0;0;0
9826;1972;Phd;Single;86857;52;0;0;0;0;1;12/09/2012;96;4429;899;102;838;133;102;40;2114;22;96.09090909;1;5;6;10;2;0;0;0;0;0;0;0
1501;1982;Phd;Married;160803;42;0;0;0;0;2;04/08/2012;21;4468;55;16;1622;17;3;4;1717;44;39.02272727;15;0;28;1;0;0;0;0;0;0;0;0
10767;1989;Phd;Together;77845;35;0;0;0;0;2;16/05/2014;40;3818;760;40;480;0;40;26;1346;21;64.0952381;1;3;5;12;1;1;0;0;0;1;2;0
7279;1969;Phd;Together;69476;55;0;0;0;0;2;30/09/2013;3;4046;260;86;559;63;9;67;1044;15;69.6;1;4;6;4;2;0;0;0;0;0;0;0
7230;1960;Phd;Divorced;50611;64;1;0;1;1;2;04/10/2012;98;4407;459;0;24;6;0;4;493;22;22.40909091;6;4;5;7;6;0;0;0;1;0;1;0
143;1970;Graduation;Single;61209;54;0;0;0;0;1;25/08/2013;73;4082;466;0;224;119;49;99;957;13;73.61538462;1;5;3;4;2;0;0;0;0;0;0;0
450;1958;Master;Together;42315;66;1;0;1;1;3;12/07/2013;90;4126;67;15;80;17;11;80;270;12;22.5;3;1;4;4;3;0;0;0;0;0;0;0
9316;1952;Basic;Together;13084;72;0;0;0;0;2;02/11/2013;29;4013;2;0;7;3;7;10;29;5;5.8;1;1;0;3;6;0;0;0;0;0;0;0
6379;1949;Master;Widow;47570;75;2;1;1;1;3;29/05/2013;3;4170;67;1;20;0;2;31;121;9;13.44444444;3;2;2;2;7;0;0;0;0;0;0;0
9239;1961;Master;Married;61923;63;2;0;2;1;4;26/07/2013;94;4112;92;4;18;3;3;6;126;8;15.75;1;2;1;4;3;0;0;0;0;0;0;0
8315;1995;Graduation;Single;34824;29;0;0;0;0;1;26/03/2014;65;3869;4;2;11;2;0;4;23;4;5.75;1;1;0;2;6;0;0;0;0;0;0;0
2868;1949;Phd;Single;26518;75;2;1;1;1;3;08/04/2013;33;4221;20;1;28;3;3;2;57;8;7.125;3;2;0;3;8;0;0;0;0;0;0;0
10888;1961;Graduation;Single;45938;63;0;0;0;0;1;03/11/2013;46;4012;273;11;178;62;83;29;636;20;31.8;2;8;4;6;6;0;0;0;0;0;0;0
1277;1960;Graduation;Together;78468;64;0;0;0;0;2;09/04/2014;29;3855;434;22;388;104;22;34;1004;28;35.85714286;1;10;7;10;4;1;0;0;0;0;1;0
9977;1973;Graduation;Divorced;78901;51;1;0;1;1;2;17/09/2013;99;4059;321;11;309;33;26;34;734;20;36.7;3;9;3;5;4;0;0;0;0;0;0;0
10196;1978;Graduation;Married;71427;46;2;2;0;1;4;12/03/2014;26;3883;212;123;177;15;64;23;614;20;30.7;2;8;2;8;4;0;0;0;0;0;0;0
6384;1978;Graduation;Divorced;71022;46;1;0;1;1;2;11/02/2014;30;3912;909;12;278;0;12;242;1453;21;69.19047619;3;5;2;11;8;0;0;1;0;0;1;0
8029;1988;Master;Single;90247;36;0;0;0;0;1;29/04/2014;27;3835;1184;32;352;21;16;16;1621;15;108.0666667;1;3;4;7;1;1;0;0;1;1;3;0
968;1968;Master;Divorced;41335;56;1;1;0;1;2;26/12/2013;24;3959;112;19;21;16;14;5;187;12;15.58333333;3;4;1;4;7;0;0;0;0;0;0;0
6988;1986;Graduation;Married;71952;38;1;1;0;1;3;10/01/2013;93;4309;656;80;455;52;107;93;1443;22;65.59090909;2;8;4;8;4;0;0;1;0;1;2;0
4472;1970;Phd;Divorced;35682;54;1;1;0;1;2;27/06/2014;34;3776;23;0;8;6;2;18;57;6;9.5;1;1;1;3;2;0;0;0;0;0;0;0
6991;1951;Graduation;Divorced;43185;73;1;0;1;1;2;10/04/2013;88;4219;537;6;42;16;6;30;637;20;31.85;2;9;3;6;8;0;0;0;0;0;0;0
3336;1948;Phd;Together;66375;76;1;0;1;1;3;21/11/2013;96;3994;712;0;45;0;0;191;948;14;67.71428571;3;2;4;5;7;0;0;1;0;0;1;0
4301;1971;Master;Married;35178;53;1;1;0;1;3;10/01/2013;10;4309;23;1;13;2;2;18;59;5;11.8;1;1;1;2;7;0;0;1;0;0;1;0
1940;1986;Graduation;Married;25252;38;1;1;0;1;3;12/07/2013;26;4126;1;3;4;2;2;6;18;4;4.5;1;1;0;2;8;0;0;0;0;0;0;0
1272;1965;Master;Single;55250;59;1;0;1;1;2;21/10/2012;49;4390;664;58;83;32;0;66;903;26;34.73076923;4;7;5;10;5;0;0;0;0;0;0;0
1388;1975;Graduation;Single;33249;49;1;1;0;1;2;20/02/2013;11;4268;6;10;21;19;14;42;112;8;14;2;2;1;3;6;0;0;0;0;0;0;0
1044;1953;Graduation;Together;58398;71;0;0;0;0;2;14/05/2013;44;4185;299;5;201;21;21;49;596;20;29.8;3;5;4;8;4;0;0;0;0;0;0;0
6969;1982;Graduation;Together;50272;42;1;1;0;1;3;07/08/2013;75;4100;99;13;66;43;8;4;233;13;17.92307692;3;4;1;5;7;0;0;0;0;0;0;0
10479;1975;Phd;Married;76618;49;0;0;0;0;2;07/12/2012;64;4343;749;40;294;121;160;147;1511;11;137.3636364;1;3;2;5;1;0;0;0;0;0;0;0
3619;1960;2nd cycle;Divorced;87305;64;0;0;0;0;1;23/09/2012;19;4418;345;25;501;63;138;80;1152;17;67.76470588;1;5;3;8;2;0;0;0;0;1;1;0
1715;1978;Graduation;Together;25851;46;1;1;0;1;3;11/02/2013;45;4277;9;4;18;7;5;5;48;7;6.857142857;2;2;0;3;7;0;0;0;0;0;0;0
10159;1970;Graduation;Divorced;58710;54;1;0;1;1;2;31/03/2013;77;4229;440;81;368;0;122;174;1185;31;38.22580645;6;11;5;9;6;0;0;0;0;0;0;0
1463;1958;Graduation;Single;45160;66;2;1;1;1;3;29/03/2014;9;3866;8;2;5;3;0;3;21;4;5.25;1;1;0;2;7;0;0;0;0;0;0;0
5114;1965;Master;Married;74806;59;1;0;1;1;3;19/12/2012;1;4331;670;9;249;0;28;9;965;16;60.3125;2;5;4;5;4;0;0;0;0;0;0;0
4990;1954;Graduation;Married;59111;70;0;0;0;0;2;02/05/2013;90;4197;524;0;134;28;28;155;869;21;41.38095238;1;11;1;8;7;0;0;0;0;0;0;0
4329;1984;Phd;Married;18988;40;1;1;0;1;3;23/05/2014;43;3811;6;0;6;2;1;1;16;6;2.666666667;2;1;0;3;7;0;0;0;0;0;0;0
10936;1965;Graduation;Married;72190;59;0;0;0;0;2;13/02/2013;79;4275;597;166;597;172;166;249;1947;16;121.6875;1;5;6;4;3;0;0;0;0;0;0;0
4692;1976;Graduation;Married;7500;48;1;1;0;1;3;01/08/2012;19;4471;7;0;12;13;7;32;71;12;5.916666667;5;4;1;2;9;0;0;1;0;0;1;0
7212;1966;Graduation;Married;44794;58;1;0;1;1;3;08/06/2014;99;3795;54;0;7;0;0;4;65;6;10.83333333;1;2;0;3;6;0;0;0;0;0;0;0
6086;1955;Graduation;Married;80395;69;0;0;0;0;2;23/11/2013;62;3992;445;25;706;80;76;48;1380;24;57.5;1;6;5;12;2;1;0;0;0;0;1;0
437;1976;Master;Divorced;75012;48;0;0;0;0;1;25/01/2014;41;3929;294;142;218;164;58;151;1027;23;44.65217391;1;3;8;11;1;0;0;0;0;0;0;0
11171;1965;Master;Married;56962;59;3;2;1;1;5;11/10/2013;60;4035;292;3;77;10;3;26;411;21;19.57142857;7;6;3;5;7;0;0;0;0;0;0;0
11101;1991;Graduation;Together;89891;33;0;0;0;0;2;15/04/2013;17;4214;412;22;132;59;28;183;836;26;32.15384615;1;11;6;8;4;0;0;0;0;1;1;0
5329;1949;Phd;Divorced;35946;75;2;1;1;1;3;27/09/2013;24;4049;8;0;3;0;0;0;11;4;2.75;1;0;0;3;5;0;0;0;0;0;0;0
610;1953;Phd;Together;53593;71;2;1;1;1;4;07/08/2012;60;4465;349;4;78;6;0;43;480;23;20.86956522;8;7;2;6;8;0;0;0;0;0;0;0
9384;1978;Graduation;Married;66373;46;2;1;1;1;4;12/06/2013;57;4156;328;9;124;12;24;109;606;23;26.34782609;7;4;2;10;3;0;0;0;0;0;0;0
5956;1948;Phd;Divorced;45072;76;3;1;2;1;4;16/10/2013;74;4030;144;2;99;7;2;30;284;16;17.75;5;6;1;4;8;0;0;0;0;0;0;0
10430;1973;Graduation;Divorced;89694;51;2;1;1;1;3;09/10/2013;22;4037;1126;28;211;37;28;42;1472;14;105.1428571;3;4;3;4;5;1;0;0;1;1;3;0
7875;1949;Graduation;Married;72025;75;0;0;0;0;2;29/04/2014;46;3835;967;0;617;43;50;0;1677;26;64.5;1;4;8;13;2;1;0;0;1;1;3;0
7072;1973;Graduation;Married;67432;51;1;0;1;1;3;29/03/2013;69;4231;432;79;341;177;136;170;1335;19;70.26315789;2;8;5;4;4;0;0;0;0;0;0;0
6255;1952;Master;Together;70545;72;1;0;1;1;3;03/06/2014;29;3800;138;39;63;55;18;21;334;13;25.69230769;1;4;1;7;2;0;0;0;0;0;0;0
6516;1989;Basic;Married;17487;35;1;1;0;1;3;18/03/2013;37;4242;0;0;1;7;4;6;18;4;4.5;1;1;0;2;7;0;0;0;0;0;0;0
5564;1969;Graduation;Together;62882;55;1;0;1;1;3;09/08/2012;26;4463;509;133;497;78;24;97;1338;20;66.9;2;7;5;6;4;0;0;0;0;0;0;0
5682;1953;Phd;Single;64108;71;1;0;1;1;2;23/03/2013;8;4237;948;10;86;13;21;21;1099;30;36.63333333;4;6;9;11;5;0;0;0;0;0;0;0
7458;1956;Master;Together;34941;68;2;1;1;1;4;06/03/2013;26;4254;39;2;25;4;3;24;97;8;12.125;2;3;0;3;8;0;0;0;0;0;0;0
5237;1950;Phd;Single;48767;74;3;1;2;1;4;01/01/2014;79;3953;28;1;21;3;0;10;63;9;7;3;2;1;3;5;0;0;0;0;0;0;0
7761;1978;2nd cycle;Together;38702;46;1;1;0;1;3;01/08/2013;71;4106;13;11;24;13;8;40;109;9;12.11111111;2;3;0;4;6;0;0;0;0;0;0;0
5278;1964;Graduation;Married;82224;60;0;0;0;0;2;25/01/2014;83;3929;307;26;360;138;31;40;902;21;42.95238095;1;6;9;5;3;1;0;0;0;0;1;0
3560;1952;Graduation;Together;83844;72;0;0;0;0;2;12/05/2013;57;4187;901;31;345;75;31;191;1574;20;78.7;1;4;4;11;1;0;0;0;0;1;1;0
7235;1975;2nd cycle;Married;17003;49;1;1;0;1;3;09/12/2013;37;3976;2;5;12;4;8;7;38;9;4.222222222;3;2;0;4;5;0;0;0;0;0;0;0
10548;1995;Graduation;Single;71163;29;0;0;0;0;1;09/03/2014;30;3886;283;17;372;138;106;44;960;24;40;1;3;8;12;1;0;0;0;0;0;0;0
2281;1970;Graduation;Single;33697;54;1;1;0;1;2;15/09/2013;34;4061;4;3;7;0;3;11;28;4;7;1;1;0;2;7;0;0;1;0;0;1;0
4073;1954;2nd cycle;Married;63564;70;0;0;0;0;2;29/01/2014;0;3925;769;80;252;15;34;65;1215;28;43.39285714;1;10;10;7;6;0;0;1;0;0;1;0
6974;1972;Phd;Together;83443;52;0;0;0;0;2;31/12/2013;89;3954;518;42;742;55;56;84;1497;22;68.04545455;1;6;10;5;2;0;0;0;0;0;0;0
7938;1958;Phd;Together;51518;66;1;0;1;1;3;03/10/2013;92;4043;350;8;66;17;4;4;449;17;26.41176471;2;3;2;10;3;0;0;0;0;0;0;0
7094;1975;Graduation;Widow;58330;49;1;0;1;1;2;25/12/2013;87;3960;445;53;213;104;98;151;1064;24;44.33333333;1;6;4;13;4;0;0;0;0;0;0;0
3667;1969;Graduation;Married;80952;55;0;0;0;0;2;28/02/2013;20;4260;778;178;689;41;27;44;1757;25;70.28;1;8;5;11;8;1;0;0;1;1;3;0
7723;1979;Graduation;Together;75507;45;0;0;0;0;2;02/05/2014;56;3832;709;93;374;104;80;80;1440;21;68.57142857;1;8;6;6;3;0;0;0;0;0;0;0
3870;1978;2nd cycle;Together;63855;46;0;0;0;0;2;09/02/2013;28;4279;359;35;314;93;116;89;1006;24;41.91666667;1;7;3;13;4;0;0;0;0;0;0;0
4012;1972;Phd;Together;62220;52;1;0;1;1;3;11/08/2012;55;4461;799;12;375;16;12;12;1226;23;53.30434783;5;7;6;5;6;0;0;0;0;0;0;0
5909;1964;Graduation;Married;58512;60;1;0;1;1;3;19/09/2013;25;4057;895;10;101;13;0;152;1171;20;58.55;5;3;4;8;8;0;0;0;0;0;0;0
10470;1979;Master;Married;40662;45;1;1;0;1;3;15/03/2013;0;4245;40;2;23;0;4;23;92;8;11.5;2;2;1;3;4;0;0;0;0;0;0;0
6488;1959;Phd;Married;38829;65;1;0;1;1;3;06/04/2014;86;3858;76;0;7;0;0;16;99;8;12.375;1;3;2;2;5;0;0;0;0;0;0;0
10270;1981;2nd cycle;Married;35523;43;1;1;0;1;3;03/10/2013;8;4043;11;5;22;12;5;11;66;8;8.25;2;3;0;3;7;0;0;0;0;0;0;0
6887;1967;Graduation;Single;79146;57;2;1;1;1;3;24/04/2014;33;3840;245;16;223;21;43;16;564;19;29.68421053;2;8;1;8;6;0;0;0;0;0;0;0
6406;1988;Master;Married;78285;36;0;0;0;0;2;28/10/2013;13;4018;647;107;391;175;67;40;1427;21;67.95238095;1;6;4;10;3;0;0;0;0;0;0;0
7573;1978;Phd;Single;31626;46;1;1;0;1;2;10/05/2013;12;4189;39;1;9;2;1;34;86;6;14.33333333;1;2;1;2;7;0;0;1;0;0;1;0
4508;1952;Graduation;Single;75127;72;0;0;0;0;1;22/05/2014;92;3812;203;35;305;46;17;227;833;19;43.84210526;1;2;11;5;1;0;0;0;0;0;0;0
221;1955;Graduation;Married;48726;69;1;0;1;1;3;27/04/2013;90;4202;138;3;38;4;0;59;242;12;20.16666667;3;3;2;4;6;0;0;0;0;0;0;0
5331;1977;Graduation;Married;74985;47;0;0;0;0;2;11/09/2012;8;4430;587;51;898;247;0;86;1869;17;109.9411765;1;3;6;7;2;0;0;0;0;0;0;0
